,Brand,Year,Engine Size,Fuel Type,Transmission,Mileage,Condition,Price,Model
1439,Toyota,2004,1.1,Hybrid,Automatic,228629,Used,33051.79,Prius
1440,Audi,2020,3.9,Petrol,Automatic,262672,New,23781.3,Q5
1441,Honda,2016,5.7,Diesel,Manual,108806,Used,39585.97,CR-V
1442,Toyota,2022,1.9,Diesel,Manual,161386,Used,68362.11,Camry
1443,Ford,2023,3.4,Petrol,Manual,102979,Used,47470.85,Explorer
1444,Tesla,2005,1.5,Hybrid,Manual,281892,New,93735.68,Model Y
1445,BMW,2020,4.1,Electric,Manual,35109,Like New,86150.93,3 Series
1446,Toyota,2021,3.8,Electric,Automatic,13919,Used,14728.06,Camry
1447,Honda,2010,3.0,Diesel,Manual,211864,Like New,17494.9,Fit
1448,Ford,2017,3.6,Electric,Automatic,70441,New,69242.72,Focus
1449,Mercedes,2003,5.5,Electric,Automatic,66896,New,26923.0,E-Class
1450,Honda,2002,2.0,Petrol,Automatic,103431,Like New,80147.84,Accord
1451,Tesla,2012,1.1,Diesel,Manual,47020,Used,61179.02,Model Y
1452,Honda,2022,5.3,Hybrid,Automatic,205338,New,26833.9,CR-V
1453,Ford,2008,3.9,Diesel,Manual,284305,Used,50475.25,Focus
1454,Honda,2020,5.5,Petrol,Automatic,27738,Used,43577.25,CR-V
1455,Ford,2005,4.0,Electric,Manual,134997,Like New,87950.14,Fiesta
1456,Toyota,2011,5.1,Hybrid,Automatic,57153,New,8055.44,Corolla
1457,Ford,2001,3.1,Diesel,Manual,214020,Like New,90105.17,Fiesta
1458,Ford,2002,4.7,Electric,Automatic,61009,New,66947.85,Mustang
1459,BMW,2002,5.6,Diesel,Automatic,172624,Like New,75066.13,5 Series
1460,Ford,2011,3.9,Hybrid,Automatic,271941,New,5247.71,Mustang
1461,Ford,2014,1.9,Diesel,Automatic,71942,New,64682.75,Focus
1462,Mercedes,2008,2.3,Diesel,Manual,118065,New,60906.19,E-Class
1463,Toyota,2022,2.0,Diesel,Manual,276109,Used,56034.53,Prius
1464,Tesla,2007,2.2,Electric,Manual,275877,Used,79657.35,Model S
1465,BMW,2010,2.5,Hybrid,Automatic,157998,Like New,57807.75,X5
1466,Mercedes,2015,3.8,Hybrid,Automatic,159855,Like New,86424.23,C-Class
1467,Audi,2021,3.9,Electric,Automatic,83360,New,27099.99,Q7
1468,Toyota,2003,3.1,Electric,Automatic,167466,New,81568.35,Prius
1469,Toyota,2000,4.1,Electric,Automatic,195868,Used,22034.71,Camry
1470,Audi,2023,1.4,Petrol,Automatic,290431,Used,82246.19,A4
1471,Tesla,2006,1.4,Diesel,Manual,82104,Used,94344.03,Model 3
1472,Ford,2001,1.9,Diesel,Manual,161508,Like New,36890.94,Explorer
1473,Mercedes,2023,3.6,Hybrid,Manual,221404,Used,55339.2,GLC
1474,Honda,2004,2.1,Diesel,Manual,265332,Like New,67541.26,Fit
1475,BMW,2006,2.4,Petrol,Manual,91205,Used,12549.81,5 Series
1476,Honda,2003,3.0,Electric,Manual,232321,Used,51937.67,Civic
1477,Audi,2004,5.1,Hybrid,Manual,137837,New,39255.57,A3
1478,Toyota,2023,1.1,Hybrid,Manual,219779,Like New,87883.28,RAV4
1479,Tesla,2000,4.2,Diesel,Automatic,141879,Used,88284.55,Model S
1480,Toyota,2000,4.3,Hybrid,Automatic,10204,New,71574.06,Prius
1481,BMW,2014,5.0,Electric,Automatic,223674,Like New,67293.83,X5
1482,Toyota,2019,5.7,Hybrid,Automatic,189016,Like New,74700.4,Corolla
1483,Toyota,2018,1.1,Electric,Automatic,102903,Used,39768.76,Prius
1484,BMW,2009,1.8,Petrol,Automatic,299225,Like New,43429.33,X3
1485,Mercedes,2017,5.4,Petrol,Automatic,256687,New,57601.95,E-Class
1486,Mercedes,2002,3.3,Electric,Manual,34986,New,94112.67,C-Class
1487,BMW,2010,3.8,Diesel,Manual,50304,Like New,73779.99,3 Series
1488,Tesla,2014,4.3,Hybrid,Automatic,39986,New,57343.98,Model S
1489,Audi,2010,4.4,Diesel,Manual,91594,Like New,78189.24,A3
1490,Toyota,2016,5.7,Hybrid,Manual,66151,New,40234.58,Camry
1491,Tesla,2016,6.0,Petrol,Manual,290358,Like New,74394.34,Model S
1492,Toyota,2005,4.6,Petrol,Manual,173620,Like New,44014.24,Prius
1493,Audi,2004,2.4,Petrol,Manual,141753,Like New,31567.83,Q7
1494,Mercedes,2007,5.4,Hybrid,Automatic,138056,New,62923.78,C-Class
1495,Tesla,2001,1.2,Petrol,Manual,158651,Like New,70253.37,Model X
1496,Ford,2015,2.2,Petrol,Automatic,234347,Like New,48632.89,Focus
1497,Ford,2019,5.5,Petrol,Automatic,186005,Used,58722.57,Fiesta
1498,Ford,2023,2.3,Petrol,Automatic,162553,Used,70936.28,Fiesta
1499,Mercedes,2011,2.1,Diesel,Manual,944,Like New,77932.45,C-Class
1500,Mercedes,2005,1.7,Petrol,Automatic,93993,Used,90079.29,GLC
1501,Audi,2000,5.3,Petrol,Automatic,271258,Like New,38681.7,A3
1502,Toyota,2003,3.5,Diesel,Automatic,214738,Used,95390.34,Camry
1503,Audi,2016,4.4,Diesel,Automatic,208920,New,65541.58,A4
1504,Audi,2012,2.2,Hybrid,Manual,256805,New,79831.68,A3
1505,Mercedes,2017,4.8,Electric,Automatic,294740,Like New,71478.06,GLC
1506,Ford,2004,4.8,Petrol,Automatic,104087,Like New,24529.31,Focus
1507,Honda,2023,2.6,Petrol,Automatic,269051,New,11786.65,Fit
1508,Toyota,2023,3.1,Petrol,Automatic,255035,New,73997.21,Corolla
1509,Mercedes,2002,2.0,Hybrid,Manual,159186,Used,53550.0,C-Class
1510,Ford,2010,5.9,Petrol,Automatic,287153,Like New,71710.27,Explorer
1511,Tesla,2012,4.2,Electric,Automatic,166797,New,50300.07,Model S
1512,Honda,2003,5.7,Diesel,Automatic,281140,New,34662.28,Civic
1513,Honda,2013,2.5,Hybrid,Automatic,290911,Like New,32076.7,Accord
1514,Mercedes,2021,4.9,Diesel,Automatic,278491,Used,74400.55,GLC
1515,BMW,2010,4.8,Petrol,Automatic,102063,Used,31294.11,X3
1516,Toyota,2009,4.5,Petrol,Manual,24102,Used,72894.3,Prius
1517,Honda,2018,5.8,Petrol,Automatic,4263,Used,41476.21,Civic
1518,Mercedes,2017,3.0,Electric,Manual,67438,New,78235.35,GLC
1519,Mercedes,2005,1.7,Electric,Manual,96359,Like New,18566.94,GLA
1520,Ford,2014,4.4,Hybrid,Automatic,130251,Like New,24473.09,Mustang
1521,Tesla,2020,4.6,Diesel,Manual,171915,New,70161.6,Model S
1522,BMW,2009,3.9,Petrol,Automatic,27690,New,58221.96,X3
1523,Toyota,2004,2.0,Petrol,Manual,2994,New,24368.44,Corolla
1524,Audi,2004,3.5,Petrol,Automatic,103533,Like New,90768.57,Q5
1525,Tesla,2009,2.6,Petrol,Manual,67546,Like New,31214.69,Model 3
1526,Tesla,2004,3.1,Electric,Manual,26467,Like New,45001.78,Model X
1527,Ford,2002,4.2,Diesel,Automatic,246590,Used,24217.35,Explorer
1528,Honda,2022,4.7,Diesel,Manual,131120,New,41862.62,Fit
1529,Honda,2005,2.2,Hybrid,Manual,168050,New,51706.44,Fit
1530,Ford,2003,3.0,Electric,Manual,73414,New,33048.47,Mustang
1531,Mercedes,2017,2.3,Petrol,Manual,180294,Like New,78063.9,GLC
1532,Honda,2008,2.0,Diesel,Manual,48115,New,42423.63,Fit
1533,BMW,2016,4.9,Diesel,Automatic,40647,New,74303.45,3 Series
1534,Toyota,2012,5.5,Electric,Manual,54607,Used,24671.86,Corolla
1535,Tesla,2014,2.9,Hybrid,Manual,21996,Like New,40818.37,Model X
1536,Tesla,2019,4.8,Hybrid,Automatic,83697,New,5765.54,Model S
1537,BMW,2016,5.5,Petrol,Automatic,67764,Like New,77070.57,5 Series
1538,Honda,2012,5.2,Hybrid,Automatic,239190,Like New,64459.23,CR-V
1539,Tesla,2015,1.9,Diesel,Manual,8888,Like New,82693.22,Model Y
1540,Audi,2021,5.8,Hybrid,Manual,219738,Used,48283.02,A3
1541,Toyota,2003,2.9,Petrol,Manual,221432,Like New,80975.36,Prius
1542,Toyota,2004,2.7,Diesel,Manual,279477,Like New,66520.34,Prius
1543,Tesla,2004,1.3,Hybrid,Automatic,36355,Like New,5343.23,Model Y
1544,Ford,2008,3.4,Hybrid,Automatic,230487,New,29100.96,Explorer
1545,Tesla,2016,1.5,Electric,Manual,129686,Used,51919.68,Model Y
1546,Ford,2012,2.2,Petrol,Manual,162217,New,63775.3,Fiesta
1547,Tesla,2001,2.6,Hybrid,Manual,249602,Used,11231.13,Model 3
1548,Audi,2012,5.0,Electric,Manual,249434,Used,71982.59,Q7
1549,Mercedes,2021,5.4,Diesel,Automatic,180926,Like New,56635.93,GLC
1550,Toyota,2020,2.5,Electric,Automatic,67664,Like New,54949.03,Prius
1551,Tesla,2022,5.3,Electric,Manual,86153,New,32744.33,Model Y
1552,Audi,2018,5.3,Hybrid,Automatic,93616,Used,61508.19,A4
1553,Ford,2002,4.8,Hybrid,Manual,297429,Like New,7611.82,Fiesta
1554,Ford,2009,1.7,Hybrid,Manual,256349,Like New,11146.53,Fiesta
1555,Toyota,2001,4.5,Electric,Automatic,46996,Like New,74717.66,Corolla
1556,BMW,2012,5.7,Diesel,Manual,128344,Like New,35579.68,5 Series
1557,Tesla,2018,4.4,Petrol,Automatic,229685,New,37961.87,Model X
1558,Honda,2016,2.7,Electric,Manual,128019,New,24796.59,CR-V
1559,Ford,2020,3.5,Hybrid,Automatic,135024,Like New,47333.97,Fiesta
1560,Mercedes,2013,4.2,Petrol,Manual,183273,Like New,9939.38,E-Class
1561,Mercedes,2011,3.6,Diesel,Automatic,120454,Like New,33534.51,GLC
1562,Ford,2020,1.6,Petrol,Manual,124444,Like New,55076.77,Fiesta
1563,BMW,2011,2.6,Hybrid,Manual,153868,Like New,49235.03,3 Series
1564,BMW,2010,5.0,Electric,Automatic,162818,Used,99968.62,3 Series
1565,Audi,2006,5.3,Electric,Manual,15,Used,41932.64,Q5
1566,Mercedes,2003,1.7,Hybrid,Automatic,157029,Used,41764.91,C-Class
1567,Audi,2018,5.8,Electric,Automatic,81541,Used,52840.27,A4
1568,Mercedes,2000,2.6,Hybrid,Manual,21292,Like New,23078.8,GLA
1569,Tesla,2023,4.3,Electric,Manual,162948,Used,88248.92,Model S
1570,Tesla,2002,4.8,Electric,Manual,191799,Used,59365.44,Model X
1571,Honda,2012,5.1,Electric,Manual,47046,New,23250.23,Accord
1572,Tesla,2014,5.7,Diesel,Automatic,14817,Used,80376.95,Model X
1573,Honda,2001,2.6,Diesel,Manual,9759,Used,8261.56,Civic
1574,Tesla,2010,5.3,Hybrid,Manual,179504,Like New,98343.6,Model 3
1575,Toyota,2003,1.7,Diesel,Manual,268556,Used,87189.19,Camry
1576,Tesla,2018,4.5,Hybrid,Automatic,282648,Used,60065.75,Model X
1577,Audi,2016,4.7,Petrol,Manual,270651,Like New,15573.09,A4
1578,Ford,2002,4.4,Petrol,Automatic,21050,Used,25450.91,Explorer
1579,Audi,2017,2.3,Diesel,Manual,100153,Like New,31546.34,Q7
1580,Ford,2007,5.4,Petrol,Automatic,275731,Used,27898.02,Fiesta
1581,BMW,2021,1.8,Petrol,Manual,231329,New,52264.4,5 Series
1582,Audi,2023,1.3,Electric,Manual,57732,New,94733.24,Q5
1583,BMW,2018,4.6,Electric,Automatic,51921,Used,47196.4,X5
1584,Honda,2004,3.4,Hybrid,Manual,117734,New,67848.63,Fit
1585,Honda,2006,5.2,Petrol,Manual,137912,Like New,70415.4,Fit
1586,Toyota,2020,2.9,Hybrid,Manual,31440,Used,87800.17,Corolla
1587,Tesla,2007,1.8,Hybrid,Automatic,35183,Like New,8213.02,Model Y
1588,Audi,2004,5.2,Petrol,Manual,133461,New,43411.36,A4
1589,BMW,2016,3.7,Diesel,Automatic,114515,Like New,79549.84,3 Series
1590,Ford,2004,1.9,Petrol,Automatic,220533,New,82412.37,Mustang
1591,Honda,2003,4.6,Electric,Automatic,115503,New,93096.6,CR-V
1592,Tesla,2021,3.6,Petrol,Manual,39023,New,71765.46,Model 3
1593,Honda,2018,4.0,Diesel,Automatic,181101,Like New,28289.62,CR-V
1594,Ford,2020,3.3,Hybrid,Automatic,218031,New,53038.25,Explorer
1595,Tesla,2001,5.1,Hybrid,Manual,76054,Used,8072.8,Model 3
1596,Tesla,2010,5.1,Electric,Automatic,61742,New,66458.19,Model 3
1597,BMW,2021,4.5,Electric,Automatic,45215,Used,57658.05,X3
1598,BMW,2012,1.5,Electric,Manual,159245,Used,68349.45,3 Series
1599,Audi,2014,5.2,Hybrid,Manual,241443,Used,93363.35,A3
1600,Audi,2011,4.4,Electric,Automatic,103591,Used,70291.28,Q5
1601,Mercedes,2021,4.5,Petrol,Manual,249045,Like New,35442.74,GLC
1602,Mercedes,2020,2.8,Hybrid,Manual,46229,Used,23879.98,C-Class
1603,Toyota,2021,5.4,Diesel,Manual,62583,New,86190.44,Camry
1604,Honda,2010,4.6,Hybrid,Automatic,255931,Used,23461.55,Fit
1605,Audi,2006,1.6,Petrol,Automatic,159996,New,20352.91,A3
1606,BMW,2004,3.0,Petrol,Manual,126011,Like New,24628.15,3 Series
1607,Ford,2016,5.4,Electric,Automatic,292248,Used,53339.88,Explorer
1608,BMW,2023,1.2,Hybrid,Manual,240660,New,16797.81,5 Series
1609,Honda,2019,5.8,Hybrid,Manual,299738,Like New,94121.24,CR-V
1610,Mercedes,2008,4.4,Hybrid,Manual,265808,Like New,96794.1,C-Class
1611,BMW,2013,4.2,Diesel,Manual,272672,New,97511.18,X3
1612,Toyota,2011,2.4,Electric,Manual,159262,Used,8716.86,Corolla
1613,Honda,2005,2.2,Petrol,Automatic,197105,Like New,94888.77,Civic
1614,Mercedes,2016,5.7,Petrol,Automatic,204249,New,99754.42,E-Class
1615,Ford,2018,2.5,Electric,Automatic,128404,Used,94530.77,Explorer
1616,Mercedes,2018,4.9,Petrol,Automatic,201664,Like New,68739.2,GLA
1617,Tesla,2015,3.0,Petrol,Manual,295043,New,71616.86,Model Y
1618,Toyota,2011,1.7,Electric,Manual,17241,Like New,16614.03,Corolla
1619,Honda,2011,1.1,Petrol,Automatic,63472,Like New,88058.22,CR-V
1620,Ford,2019,3.7,Hybrid,Automatic,205320,New,10665.76,Mustang
1621,Toyota,2005,5.9,Diesel,Manual,31346,Like New,35184.4,RAV4
1622,Mercedes,2022,2.8,Electric,Manual,81196,New,99159.41,E-Class
1623,Toyota,2003,2.8,Diesel,Manual,208196,Used,45121.15,Corolla
1624,Honda,2005,2.7,Petrol,Automatic,149014,New,17459.84,Fit
1625,Audi,2010,3.6,Petrol,Manual,298517,Used,97082.99,A3
1626,Toyota,2000,3.2,Hybrid,Manual,120623,Like New,98493.27,RAV4
1627,Tesla,2023,5.4,Electric,Automatic,2016,New,22769.06,Model S
1628,Toyota,2022,3.5,Petrol,Automatic,7274,New,87156.36,Camry
1629,Mercedes,2014,3.5,Electric,Automatic,15748,New,42090.22,GLC
1630,Mercedes,2010,1.7,Electric,Manual,11826,New,41230.0,C-Class
1631,Ford,2018,5.9,Electric,Manual,129288,Used,29956.28,Mustang
1632,Mercedes,2017,2.2,Electric,Automatic,201081,Used,9247.48,E-Class
1633,BMW,2016,1.4,Electric,Manual,251054,Like New,30460.85,5 Series
1634,Honda,2018,4.3,Diesel,Manual,172507,Like New,10108.81,Fit
1635,Honda,2020,4.0,Hybrid,Manual,206089,Like New,92815.34,Fit
1636,Audi,2013,3.1,Electric,Automatic,223023,Like New,67863.46,Q7
1637,Audi,2017,3.1,Diesel,Automatic,192949,New,89229.15,Q7
1638,Honda,2018,4.9,Petrol,Manual,69072,Used,73142.61,Accord
1639,Tesla,2014,2.0,Electric,Manual,67309,Used,17472.25,Model S
1640,Audi,2014,5.1,Petrol,Manual,160966,Used,94355.25,Q7
1641,Ford,2003,4.2,Electric,Manual,185639,Used,90489.84,Fiesta
1642,Mercedes,2006,3.1,Diesel,Automatic,35326,Like New,38067.23,GLA
1643,Honda,2012,3.3,Diesel,Automatic,186131,New,15595.67,CR-V
1644,Audi,2002,2.3,Diesel,Manual,267223,Used,71894.7,Q5
1645,Honda,2015,4.8,Hybrid,Manual,87340,New,74194.32,CR-V
1646,BMW,2008,3.6,Petrol,Automatic,167364,New,90198.76,3 Series
1647,Toyota,2007,2.6,Hybrid,Manual,118192,New,10002.3,RAV4
1648,Mercedes,2019,4.0,Electric,Automatic,251749,New,18461.86,GLC
1649,Honda,2012,6.0,Petrol,Manual,51818,Used,61833.64,Civic
1650,Toyota,2016,3.2,Diesel,Automatic,13429,Used,63817.5,RAV4
1651,Audi,2016,5.6,Petrol,Manual,57748,Used,8192.92,Q5
1652,Toyota,2016,2.7,Diesel,Manual,48807,Like New,42708.54,RAV4
1653,Mercedes,2000,1.3,Hybrid,Automatic,269284,Used,60495.36,GLA
1654,Honda,2007,2.0,Hybrid,Automatic,238161,Like New,75101.58,Fit
1655,BMW,2018,3.1,Diesel,Manual,290669,Like New,35034.32,X5
1656,Tesla,2005,2.1,Diesel,Manual,282635,Like New,50970.83,Model X
1657,Audi,2002,1.0,Electric,Automatic,199888,Used,82335.21,A4
1658,Honda,2004,5.6,Hybrid,Automatic,166052,Used,95620.03,Civic
1659,Mercedes,2012,5.2,Hybrid,Manual,226597,Used,26879.89,C-Class
1660,Audi,2014,4.7,Electric,Manual,8078,Like New,29039.01,A4
1661,Ford,2013,1.8,Hybrid,Automatic,91654,Like New,94282.73,Mustang
1662,Toyota,2022,1.6,Diesel,Automatic,129101,New,42611.56,RAV4
1663,Tesla,2015,1.3,Petrol,Automatic,16997,Like New,73243.09,Model 3
1664,Mercedes,2017,4.6,Petrol,Automatic,131940,Like New,63165.2,C-Class
1665,Ford,2021,5.6,Hybrid,Automatic,212650,Used,32130.83,Fiesta
1666,Honda,2021,3.2,Electric,Manual,283390,New,67088.41,CR-V
1667,BMW,2010,1.6,Diesel,Manual,151633,New,67278.76,X5
1668,Audi,2002,3.6,Petrol,Automatic,34512,New,61282.1,A4
1669,Toyota,2021,2.7,Diesel,Manual,225226,Used,14467.78,Prius
1670,Audi,2009,2.9,Hybrid,Manual,208467,New,99541.32,A3
1671,Tesla,2009,4.1,Hybrid,Automatic,72144,New,43039.56,Model X
1672,Honda,2020,4.6,Petrol,Manual,173557,Used,65633.84,CR-V
1673,Audi,2015,1.6,Hybrid,Manual,117363,New,89147.36,A4
1674,Toyota,2011,1.2,Electric,Manual,201484,Like New,45212.41,Prius
1675,Honda,2001,6.0,Hybrid,Automatic,181675,Like New,78522.88,CR-V
1676,Audi,2008,2.2,Hybrid,Automatic,152110,Like New,97323.32,A3
1677,BMW,2023,1.3,Hybrid,Manual,93542,Like New,39098.8,5 Series
1678,Mercedes,2002,1.9,Diesel,Manual,276469,Like New,43500.61,C-Class
1679,Honda,2023,1.2,Diesel,Manual,166964,Like New,91029.73,Accord
1680,Mercedes,2014,3.0,Petrol,Manual,149068,Like New,20166.07,GLA
1681,Honda,2002,5.0,Petrol,Manual,205355,Like New,7716.51,Civic
1682,BMW,2018,2.7,Petrol,Manual,116737,Like New,91344.46,3 Series
1683,Mercedes,2017,3.2,Hybrid,Automatic,262968,Used,83051.2,GLC
1684,Ford,2007,4.4,Diesel,Manual,240417,Used,97395.39,Explorer
1685,Toyota,2016,3.5,Electric,Manual,117718,Like New,10532.59,RAV4
1686,Ford,2007,5.3,Hybrid,Automatic,273661,Used,19836.85,Mustang
1687,Audi,2006,5.3,Hybrid,Manual,152755,Used,15004.69,A4
1688,BMW,2006,1.0,Hybrid,Manual,207791,Like New,69924.53,X3
1689,Ford,2002,4.9,Electric,Manual,249120,Like New,62570.96,Mustang
1690,Honda,2000,3.3,Petrol,Manual,254322,Used,39136.84,Civic
1691,Audi,2003,5.9,Electric,Automatic,209485,Like New,10455.23,A3
1692,Audi,2004,3.4,Petrol,Manual,272126,Like New,65767.89,A3
1693,Ford,2000,5.9,Electric,Automatic,145711,Like New,59161.45,Fiesta
1694,Ford,2014,4.8,Diesel,Manual,70210,Like New,15725.81,Focus
1695,BMW,2004,2.2,Hybrid,Manual,69852,Used,91346.42,X5
1696,Toyota,2012,3.7,Hybrid,Automatic,255139,New,23900.22,Corolla
1697,Ford,2007,6.0,Hybrid,Manual,9695,Used,75633.37,Mustang
1698,Tesla,2007,5.3,Petrol,Automatic,48582,New,89082.21,Model X
1699,Ford,2004,1.5,Electric,Automatic,293238,New,60050.12,Mustang
1700,Mercedes,2008,4.5,Diesel,Automatic,191707,New,28450.65,E-Class
1701,Honda,2000,2.7,Electric,Manual,284331,Used,34378.61,Civic
1702,Tesla,2003,1.0,Hybrid,Manual,128721,Used,89146.02,Model S
1703,Tesla,2002,3.0,Diesel,Manual,106683,Used,33334.43,Model X
1704,Mercedes,2001,2.2,Diesel,Manual,263358,Used,75888.1,GLA
1705,Mercedes,2007,5.1,Hybrid,Automatic,286084,Used,99065.7,GLC
1706,Audi,2022,2.7,Electric,Manual,44406,New,99982.59,A3
1707,Toyota,2008,5.1,Hybrid,Manual,147049,Used,55680.58,Corolla
1708,Honda,2001,1.0,Electric,Automatic,235994,New,83522.8,Fit
1709,BMW,2013,2.5,Diesel,Automatic,187313,Used,99073.74,5 Series
1710,Tesla,2013,2.2,Diesel,Manual,204573,Used,40593.92,Model 3
1711,BMW,2003,2.2,Hybrid,Automatic,206205,Like New,28978.91,X5
1712,Ford,2005,1.3,Diesel,Automatic,60481,New,15852.17,Explorer
1713,Ford,2010,1.9,Petrol,Automatic,238084,Used,18385.47,Mustang
1714,BMW,2002,3.8,Diesel,Automatic,289884,Used,86087.85,X3
1715,Ford,2007,2.5,Petrol,Automatic,274025,Used,60928.69,Explorer
1716,Toyota,2002,3.1,Diesel,Manual,299140,Like New,88002.37,Camry
1717,Mercedes,2013,2.9,Hybrid,Manual,163249,New,79998.23,E-Class
1718,Ford,2012,5.4,Hybrid,Manual,122196,Used,69005.74,Focus
1719,Audi,2012,5.5,Petrol,Manual,37177,Used,62884.66,A4
1720,Ford,2001,3.5,Hybrid,Manual,66126,Used,9592.2,Mustang
1721,Honda,2012,2.7,Diesel,Manual,26119,Like New,87866.14,Fit
1722,Toyota,2018,1.5,Diesel,Manual,117744,Used,44695.0,Corolla
1723,Honda,2005,5.8,Hybrid,Automatic,116894,New,58179.75,CR-V
1724,Honda,2015,1.3,Diesel,Manual,158987,New,7085.58,Accord
1725,Audi,2001,2.5,Electric,Manual,44989,New,93926.98,A4
1726,Toyota,2007,2.5,Electric,Manual,284250,New,90760.34,RAV4
1727,Toyota,2016,2.6,Diesel,Automatic,279275,Used,56611.41,Prius
1728,Toyota,2022,1.8,Hybrid,Manual,6553,Like New,59844.61,Corolla
1729,Toyota,2001,4.9,Petrol,Manual,17881,Like New,71976.64,Prius
1730,Toyota,2009,1.6,Hybrid,Automatic,1379,Like New,30146.02,Prius
1731,Audi,2015,4.2,Petrol,Manual,69306,Used,26081.98,A4
1732,Ford,2005,1.6,Hybrid,Manual,243825,Like New,69032.18,Focus
1733,Honda,2001,1.4,Diesel,Automatic,104512,New,14920.13,Civic
1734,Toyota,2001,5.5,Electric,Manual,278494,Used,48135.89,RAV4
1735,Tesla,2012,2.0,Hybrid,Automatic,99599,Like New,51812.24,Model S
1736,Ford,2023,5.1,Petrol,Manual,81397,New,41227.01,Fiesta
1737,Ford,2014,3.7,Electric,Manual,17769,New,22600.48,Explorer
1738,Honda,2001,1.4,Petrol,Manual,178321,Used,38755.05,Accord
1739,Audi,2006,5.8,Diesel,Automatic,101584,Used,37067.94,Q5
1740,BMW,2002,2.2,Electric,Automatic,133858,Like New,52430.24,5 Series
1741,BMW,2007,5.3,Petrol,Automatic,231609,Like New,69094.68,3 Series
1742,Ford,2022,1.8,Hybrid,Manual,126525,Like New,96982.34,Fiesta
1743,Mercedes,2013,5.3,Diesel,Manual,36303,Used,18695.51,E-Class
1744,Mercedes,2023,1.1,Diesel,Automatic,19589,Like New,87936.63,C-Class
1745,Honda,2022,3.6,Diesel,Automatic,265026,Like New,31996.91,Accord
1746,BMW,2021,4.8,Hybrid,Manual,180394,New,61180.41,X5
1747,Ford,2006,5.7,Hybrid,Manual,129236,New,56940.01,Mustang
1748,Audi,2020,5.5,Electric,Manual,271889,New,57910.1,A3
1749,BMW,2006,5.1,Hybrid,Manual,15861,Like New,73719.07,3 Series
1750,Ford,2000,5.4,Electric,Automatic,91707,Used,41260.39,Mustang
1751,Ford,2016,2.0,Diesel,Manual,255043,New,35314.5,Mustang
1752,Toyota,2008,2.4,Electric,Manual,133909,Used,86019.28,Camry
1753,Audi,2020,2.4,Petrol,Manual,54380,Like New,25909.03,A4
1754,Toyota,2012,2.9,Diesel,Manual,105025,Like New,22123.37,Corolla
1755,Honda,2020,3.0,Diesel,Manual,180903,New,6482.71,Civic
1756,Toyota,2018,3.7,Electric,Manual,220421,Used,25004.89,Corolla
1757,Tesla,2020,1.8,Diesel,Manual,244497,New,54260.49,Model 3
1758,Toyota,2018,4.5,Hybrid,Automatic,160592,Like New,56158.34,Camry
1759,Tesla,2021,1.8,Petrol,Automatic,44397,Used,29169.95,Model S
1760,BMW,2016,2.6,Electric,Automatic,277132,New,11866.05,5 Series
1761,Mercedes,2022,3.5,Electric,Manual,158795,Like New,75740.88,GLC
1762,Ford,2022,5.0,Diesel,Automatic,33800,New,77007.66,Fiesta
1763,Tesla,2009,4.7,Hybrid,Manual,158502,Used,99794.46,Model 3
1764,Audi,2009,4.2,Diesel,Manual,199548,Used,90502.81,Q7
1765,Toyota,2003,1.8,Diesel,Manual,257653,Used,92975.9,Camry
1766,Tesla,2007,3.7,Electric,Manual,52284,Used,80829.36,Model 3
1767,Audi,2021,1.4,Diesel,Automatic,56232,Used,63472.77,A4
1768,Mercedes,2019,2.9,Petrol,Manual,44420,New,17211.87,E-Class
1769,Mercedes,2019,3.1,Diesel,Manual,299854,New,64119.76,GLA
1770,Toyota,2017,1.2,Diesel,Automatic,92035,New,10315.81,Camry
1771,Honda,2013,2.4,Electric,Automatic,293427,New,89103.42,CR-V
1772,Toyota,2017,5.8,Diesel,Automatic,197241,Like New,50773.03,Corolla
1773,BMW,2013,5.8,Hybrid,Manual,193529,Like New,71259.92,3 Series
1774,Tesla,2019,2.8,Electric,Automatic,249863,New,9963.15,Model X
1775,Ford,2020,1.2,Diesel,Manual,25968,Like New,55753.6,Explorer
1776,Honda,2023,1.9,Petrol,Manual,62508,Like New,33620.02,Fit
1777,Toyota,2014,3.0,Petrol,Automatic,235863,Used,32071.99,Camry
1778,Audi,2021,5.7,Electric,Automatic,194292,New,42017.31,Q7
1779,Honda,2003,1.7,Electric,Automatic,85366,Like New,5060.75,Accord
1780,Tesla,2012,4.8,Diesel,Manual,5738,Like New,49332.78,Model 3
1781,Honda,2022,1.5,Hybrid,Manual,3098,New,51223.83,Civic
1782,Tesla,2007,5.9,Diesel,Manual,95424,Used,86997.44,Model X
1783,Toyota,2017,2.9,Petrol,Manual,204705,New,47609.93,Prius
1784,Tesla,2011,4.9,Hybrid,Manual,78672,Used,39537.85,Model X
1785,Honda,2022,2.7,Hybrid,Manual,139325,Like New,99500.97,Civic
1786,Audi,2013,4.1,Hybrid,Automatic,125349,Used,59265.27,Q7
1787,Mercedes,2001,2.0,Diesel,Manual,50969,Used,49898.25,GLA
1788,Honda,2017,1.7,Petrol,Automatic,90744,New,52113.9,Fit
1789,Tesla,2023,5.7,Electric,Automatic,201495,Like New,81872.22,Model 3
1790,Mercedes,2001,5.6,Diesel,Automatic,117286,New,37364.26,C-Class
1791,Tesla,2010,5.4,Electric,Automatic,75028,New,41970.24,Model 3
